1347.1	7.82	4.47	3.365	3375.0	1500.0	1347.1	3.365	1.2946	3.4320	
1327.1	7.84	4.48	3.368	3375.0	1500.0	1327.1	3.368	1.2766	3.5954	
1307.1	7.85	4.49	3.370	3375.0	1500.0	1307.1	3.370	1.2586	3.7566	
1287.1	7.86	4.49	3.373	3375.0	1500.0	1287.1	3.373	1.2405	3.9157	
1267.1	7.88	4.50	3.375	3375.0	1500.0	1267.1	3.375	1.2225	4.0728	
1252.0	7.88	4.50	3.377	3375.0	1500.0	1252.0	3.377	1.2089	4.1899	
1231.7	7.90	4.51	3.379	1125.0	500.0	1231.7	3.379	1.1906	4.3454	
1207.1	7.91	4.51	3.382	1125.0	500.0	1207.1	3.382	1.1685	4.5308	
1187.1	7.92	4.52	3.384	1125.0	500.0	1187.1	3.384	1.1505	4.6791	
1167.1	7.94	4.53	3.386	1125.0	500.0	1167.1	3.386	1.1325	4.8252	
1147.1	7.95	4.53	3.388	1125.0	500.0	1147.1	3.388	1.1145	4.9690	
1127.1	7.96	4.54	3.391	1125.0	500.0	1127.1	3.391	1.0965	5.1106	
1107.1	7.97	4.54	3.393	1125.0	500.0	1107.1	3.393	1.0786	5.2499	
1087.1	7.98	4.54	3.395	1125.0	500.0	1087.1	3.395	1.0606	5.3869	
1067.1	7.99	4.55	3.397	1125.0	500.0	1067.1	3.397	1.0427	5.5215	
1047.1	8.00	4.55	3.398	1125.0	500.0	1047.1	3.398	1.0249	5.6539	
1027.1	8.01	4.56	3.400	1125.0	500.0	1027.1	3.400	1.0070	5.7838	
1002.0	8.02	4.56	3.403	1125.0	500.0	1002.0	3.403	0.9847	5.9436	
987.1	8.03	4.57	3.404	1125.0	500.0	987.1	3.404	0.9715	6.0367	
961.7	8.04	4.57	3.406	675.0	300.0	961.7	3.406	0.9490	6.1922	
947.1	8.05	4.57	3.408	675.0	300.0	947.1	3.408	0.9361	6.2798	
927.1	8.06	4.58	3.409	675.0	300.0	927.1	3.409	0.9185	6.3977	
907.1	8.07	4.58	3.411	675.0	300.0	907.1	3.411	0.9010	6.5132	
887.1	8.08	4.58	3.413	675.0	300.0	887.1	3.413	0.8835	6.6262	
867.1	8.08	4.59	3.414	675.0	300.0	867.1	3.414	0.8662	6.7367	
847.1	8.09	4.59	3.416	675.0	300.0	847.1	3.416	0.8489	6.8446	
827.1	8.10	4.59	3.417	675.0	300.0	827.1	3.417	0.8318	6.9500	
807.1	8.11	4.60	3.419	675.0	300.0	807.1	3.419	0.8147	7.0529	
787.1	8.12	4.60	3.420	675.0	300.0	787.1	3.420	0.7978	7.1531	
767.1	8.12	4.60	3.421	675.0	300.0	767.1	3.421	0.7811	7.2508	
747.1	8.13	4.61	3.423	675.0	300.0	747.1	3.423	0.7645	7.3458	
727.1	8.14	4.61	3.424	675.0	300.0	727.1	3.424	0.7481	7.4382	
707.1	8.14	4.61	3.425	675.0	300.0	707.1	3.425	0.7320	7.5280	
687.1	8.15	4.61	3.427	675.0	300.0	687.1	3.427	0.7160	7.6150	
667.1	8.16	4.62	3.428	675.0	300.0	667.1	3.428	0.7004	7.6992	
647.1	8.16	4.62	3.429	675.0	300.0	647.1	3.429	0.6850	7.7808	
627.1	8.17	4.62	3.430	675.0	300.0	627.1	3.430	0.6700	7.8595	
607.1	8.18	4.62	3.431	675.0	300.0	607.1	3.431	0.6554	7.9354	
587.1	8.18	4.62	3.433	675.0	300.0	587.1	3.433	0.6413	8.0085	
567.1	8.19	4.63	3.434	675.0	300.0	567.1	3.434	0.6277	8.0786	
547.1	8.19	4.63	3.435	675.0	300.0	547.1	3.435	0.6147	8.1458	
527.1	8.20	4.63	3.436	675.0	300.0	527.1	3.436	0.6024	8.2100	
507.1	8.20	4.63	3.437	675.0	300.0	507.1	3.437	0.5909	8.2711	
487.1	8.21	4.63	3.438	675.0	300.0	487.1	3.438	0.5804	8.3291	
467.1	8.21	4.63	3.438	675.0	300.0	467.1	3.438	0.5710	8.3839	
447.1	8.22	4.63	3.439	675.0	300.0	447.1	3.439	0.5629	8.4353	
427.1	8.22	4.64	3.440	675.0	300.0	427.1	3.440	0.5564	8.4834	
407.1	8.23	4.64	3.441	675.0	300.0	407.1	3.441	0.5518	8.5279	
387.1	8.23	4.64	3.442	675.0	300.0	387.1	3.442	0.5495	8.5687	
380.0	8.23	4.64	3.442	675.0	300.0	380.0	3.442	0.5494	8.5823	
380.0	8.23	0.0	5.171	10000.0	10000.0	380.0	5.171	0.5494	8.5823	
0.0	8.23	0.0	5.171	10000.0	10000.0	0.0	5.171	0.0000	9.6618			
